case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
"udah beberapa tahun pake emang cocok, karena ga white cast gitu, nyaman, ringan juga, thanks seller tipe kulitku kombinasi",udah beberapa tahun pake emang cocok karena ga white cast gitu nyaman ringan juga thanks seller tipe kulitku kombinasi,sudah beberapa tahun pakai memang cocok karena enggak white cast begitu nyaman ringan juga thanks seller tipe kulitku kombinasi,"['sudah', 'beberapa', 'tahun', 'pakai', 'memang', 'cocok', 'karena', 'enggak', 'white', 'cast', 'begitu', 'nyaman', 'ringan', 'juga', 'thanks', 'seller', 'tipe', 'kulitku', 'kombinasi']","['pakai', 'cocok', 'white', 'cast', 'nyaman', 'ringan', 'thanks', 'seller', 'tipe', 'kulitku', 'kombinasi']","['pakai', 'cocok', 'white', 'cast', 'nyaman', 'ringan', 'thanks', 'seller', 'tipe', 'kulit', 'kombinasi']",pakai cocok white cast nyaman ringan thanks seller tipe kulit kombinasi
warnanya cantik bangettt,warnanya cantik bangettt,warnanya cantik banget,"['warnanya', 'cantik', 'banget']","['warnanya', 'cantik', 'banget']","['warna', 'cantik', 'banget']",warna cantik banget
cocok di tipe kulitku kombinasi,cocok di tipe kulitku kombinasi,cocok di tipe kulitku kombinasi,"['cocok', 'di', 'tipe', 'kulitku', 'kombinasi']","['cocok', 'tipe', 'kulitku', 'kombinasi']","['cocok', 'tipe', 'kulit', 'kombinasi']",cocok tipe kulit kombinasi
cocok sama yg satu ini,cocok sama yg satu ini,cocok sama yang satu ini,"['cocok', 'sama', 'yang', 'satu', 'ini']",['cocok'],['cocok'],cocok
mantap barang sesuai,mantap barang sesuai,mantap barang sesuai,"['mantap', 'barang', 'sesuai']",['mantap'],['mantap'],mantap
produk oke,produk oke,produk oke,"['produk', 'oke']","['produk', 'oke']","['produk', 'oke']",produk oke
tipe kulitku kering,tipe kulitku kering,tipe kulitku kering,"['tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'kering']","['tipe', 'kulit', 'kering']",tipe kulit kering
pengepakan bagus. sampai dg selamat. respon cepat,pengepakan bagus sampai dg selamat respon cepat,pengepakan bagus sampai dengan selamat respon cepat,"['pengepakan', 'bagus', 'sampai', 'dengan', 'selamat', 'respon', 'cepat']","['pengepakan', 'bagus', 'selamat', 'respon', 'cepat']","['epak', 'bagus', 'selamat', 'respon', 'cepat']",epak bagus selamat respon cepat
terimakasih 👍🏻👍🏻,terimakasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih
tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'kulitku', 'pori']","['tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'kulit', 'pori']",tipe kulit minyak kulit jerawat kulit pori
puas banget langganan disini,puas banget langganan disini,puas banget langganan disini,"['puas', 'banget', 'langganan', 'disini']","['puas', 'banget', 'langganan']","['puas', 'banget', 'langgan']",puas banget langgan
"selalu puas belanja disini, recommended seller banget",selalu puas belanja disini recommended seller banget,selalu puas belanja disini recommended seller banget,"['selalu', 'puas', 'belanja', 'disini', 'recommended', 'seller', 'banget']","['puas', 'belanja', 'recommended', 'seller', 'banget']","['puas', 'belanja', 'recommended', 'seller', 'banget']",puas belanja recommended seller banget
"ringan dibibir, pas sudah kering ngeset d bibir.",ringan dibibir pas sudah kering ngeset bibir,ringan dibibir pas sudah kering ngeset bibir,"['ringan', 'dibibir', 'pas', 'sudah', 'kering', 'ngeset', 'bibir']","['ringan', 'dibibir', 'kering', 'ngeset', 'bibir']","['ringan', 'bibir', 'kering', 'ngeset', 'bibir']",ringan bibir kering ngeset bibir
tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'kulitku', 'kerutan', 'kulitku', 'pori']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'kerut', 'kulit', 'pori']",tipe kulit minyak tipe kulit kering tipe kulit kombinasi tipe kulit normal tipe kulit sensitif kulit jerawat kulit kerut kulit pori
"ceept bangett nyampenya, belinya pake voucher beli lokal 30% dapet cashback gopay lagii
sudah favorit banget sunscreen azarine ini",ceept bangett nyampenya belinya pake voucher beli lokal dapet cashback gopay lagii sudah favorit banget sunscreen azarine ini,ceept banget sampainya belinya pakai voucher beli lokal dapat cashback gopay lagi sudah favorit banget sunscreen azarine ini,"['ceept', 'banget', 'sampainya', 'belinya', 'pakai', 'voucher', 'beli', 'lokal', 'dapat', 'cashback', 'gopay', 'lagi', 'sudah', 'favorit', 'banget', 'sunscreen', 'azarine', 'ini']","['ceept', 'banget', 'sampainya', 'belinya', 'pakai', 'voucher', 'beli', 'lokal', 'cashback', 'gopay', 'favorit', 'banget', 'sunscreen', 'azarine']","['ceept', 'banget', 'sampai', 'beli', 'pakai', 'voucher', 'beli', 'lokal', 'cashback', 'gopay', 'favorit', 'banget', 'sunscreen', 'azarine']",ceept banget sampai beli pakai voucher beli lokal cashback gopay favorit banget sunscreen azarine
"barang sesuai deskripsi, pengiriman cepat",barang sesuai deskripsi pengiriman cepat,barang sesuai deskripsi pengiriman cepat,"['barang', 'sesuai', 'deskripsi', 'pengiriman', 'cepat']","['deskripsi', 'pengiriman', 'cepat']","['deskripsi', 'kirim', 'cepat']",deskripsi kirim cepat
"good good, udh koleksi semua varian nyaa, suka semuaaa😵🔥💙💙",good good udh koleksi semua varian nyaa suka semuaaa,good good sudah koleksi semua varian nya suka semua,"['good', 'good', 'sudah', 'koleksi', 'semua', 'varian', 'nya', 'suka', 'semua']","['koleksi', 'varian', 'suka']","['koleksi', 'varian', 'suka']",koleksi varian suka
"lembab banget, warnany juga bagus cocok untuk diombre atau dipake satuan. yang cream puff kalau dipake satuan lama2 bakal tinted agak pinkish dan jadi kaya warna bibir natural 🥰🥰 baguss bgt. tapi sebelum pake makser harus dibiarin bener² ngeset dulu biar gak terlalu banyak transfer kemana². 
overall, sangat puas sama produknya 🤩",lembab banget warnany juga bagus cocok untuk diombre atau dipake satuan yang cream puff kalau dipake satuan lama bakal tinted agak pinkish dan jadi kaya warna bibir natural baguss bgt tapi sebelum pake makser harus dibiarin bener ngeset dulu biar gak terlalu banyak transfer kemana overall sangat puas sama produknya,lembab banget warnanya juga bagus cocok untuk diombre atau dipakai satuan yang cream puff kalau dipakai satuan lama bakal tinted agak pinkish dan jadi kayak warna bibir natural bagus banget tapi sebelum pakai makser harus dibiarkan benar ngeset dulu biar enggak terlalu banyak transfer kemana overall sangat puas sama produknya,"['lembab', 'banget', 'warnanya', 'juga', 'bagus', 'cocok', 'untuk', 'diombre', 'atau', 'dipakai', 'satuan', 'yang', 'cream', 'puff', 'kalau', 'dipakai', 'satuan', 'lama', 'bakal', 'tinted', 'agak', 'pinkish', 'dan', 'jadi', 'kayak', 'warna', 'bibir', 'natural', 'bagus', 'banget', 'tapi', 'sebelum', 'pakai', 'makser', 'harus', 'dibiarkan', 'benar', 'ngeset', 'dulu', 'biar', 'enggak', 'terlalu', 'banyak', 'transfer', 'kemana', 'overall', 'sangat', 'puas', 'sama', 'produknya']","['lembab', 'banget', 'warnanya', 'bagus', 'cocok', 'diombre', 'dipakai', 'satuan', 'cream', 'puff', 'dipakai', 'satuan', 'tinted', 'pinkish', 'warna', 'bibir', 'natural', 'bagus', 'banget', 'pakai', 'makser', 'dibiarkan', 'ngeset', 'transfer', 'kemana', 'overall', 'puas', 'produknya']","['lembab', 'banget', 'warna', 'bagus', 'cocok', 'diombre', 'pakai', 'satu', 'cream', 'puff', 'pakai', 'satu', 'tinted', 'pinkish', 'warna', 'bibir', 'natural', 'bagus', 'banget', 'pakai', 'makser', 'biar', 'ngeset', 'transfer', 'mana', 'overall', 'puas', 'produk']",lembab banget warna bagus cocok diombre pakai satu cream puff pakai satu tinted pinkish warna bibir natural bagus banget pakai makser biar ngeset transfer mana overall puas produk
"terima kasih banyak, overall great & sesuai ekspektasi. keep up the good work",terima kasih banyak overall great sesuai ekspektasi keep up the good work,terima kasih banyak overall great sesuai ekspektasi keep up the good work,"['terima', 'kasih', 'banyak', 'overall', 'great', 'sesuai', 'ekspektasi', 'keep', 'up', 'the', 'good', 'work']","['terima', 'kasih', 'overall', 'great', 'ekspektasi', 'keep', 'up', 'work']","['terima', 'kasih', 'overall', 'great', 'ekspektasi', 'keep', 'up', 'work']",terima kasih overall great ekspektasi keep up work
cocok sama serumnya & skrg mau nyobain bundle ini biar bisa cobain ssnya jggg. murah bgt ini jadinya,cocok sama serumnya skrg mau nyobain bundle ini biar bisa cobain ssnya jggg murah bgt ini jadinya,cocok sama serumnya sekarang mau mencoba bundle ini biar bisa mencoba ssnya juga murah banget ini jadinya,"['cocok', 'sama', 'serumnya', 'sekarang', 'mau', 'mencoba', 'bundle', 'ini', 'biar', 'bisa', 'mencoba', 'ssnya', 'juga', 'murah', 'banget', 'ini', 'jadinya']","['cocok', 'serumnya', 'mencoba', 'bundle', 'mencoba', 'ssnya', 'murah', 'banget']","['cocok', 'serum', 'coba', 'bundle', 'coba', 'ssnya', 'murah', 'banget']",cocok serum coba bundle coba ssnya murah banget
tipe kulitku kombinasi masalah kulitku kerutan,tipe kulitku kombinasi masalah kulitku kerutan,tipe kulitku kombinasi masalah kulitku kerutan,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan']","['tipe', 'kulitku', 'kombinasi', 'kulitku', 'kerutan']","['tipe', 'kulit', 'kombinasi', 'kulit', 'kerut']",tipe kulit kombinasi kulit kerut
"entah udah berapa kali repurchase azarine hydramax c ini! sesuka ituuu! terima kasih azarine udah nyiptain produk iniii, butuh ukuran 1liter😍",entah udah berapa kali repurchase azarine hydramax ini sesuka ituuu terima kasih azarine udah nyiptain produk iniii butuh ukuran liter,entah sudah berapa kali repurchase azarine hydramax ini sesuka itu terima kasih azarine sudah nyiptain produk ini butuh ukuran liter,"['entah', 'sudah', 'berapa', 'kali', 'repurchase', 'azarine', 'hydramax', 'ini', 'sesuka', 'itu', 'terima', 'kasih', 'azarine', 'sudah', 'nyiptain', 'produk', 'ini', 'butuh', 'ukuran', 'liter']","['repurchase', 'azarine', 'hydramax', 'sesuka', 'terima', 'kasih', 'azarine', 'nyiptain', 'produk', 'butuh', 'ukuran', 'liter']","['repurchase', 'azarine', 'hydramax', 'suka', 'terima', 'kasih', 'azarine', 'nyiptain', 'produk', 'butuh', 'ukur', 'liter']",repurchase azarine hydramax suka terima kasih azarine nyiptain produk butuh ukur liter
bagus banget,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']",bagus banget
good product...,good product,good product,"['good', 'product']",['product'],['product'],product
tipe kulitku berminyak tipe kulitku kombinasi tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku kombinasi tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku kombinasi tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'sensitif']",tipe kulit minyak tipe kulit kombinasi tipe kulit sensitif
"tipe kulitku sensitif, tipe kulitku kering..
belum terlalu kelihatan efeknya sudah habis 1 botol..",tipe kulitku sensitif tipe kulitku kering belum terlalu kelihatan efeknya sudah habis botol,tipe kulitku sensitif tipe kulitku kering belum terlalu kelihatan efeknya sudah habis botol,"['tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kering', 'belum', 'terlalu', 'kelihatan', 'efeknya', 'sudah', 'habis', 'botol']","['tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kering', 'efeknya', 'habis', 'botol']","['tipe', 'kulit', 'sensitif', 'tipe', 'kulit', 'kering', 'efek', 'habis', 'botol']",tipe kulit sensitif tipe kulit kering efek habis botol
"buat yang bingun pilih mana, kulit sawo matang, cenderung kulit warm-olive tone, cobain combo 08 + 04 rusberry muffin. mantul bgt muka jadi cerah buat ombre. 07+04 jg oke banget. 
tapi 08 ga cocok dipake sendiri. 07 masih bisa nego pake sendiri",buat yang bingun pilih mana kulit sawo matang cenderung kulit warm olive tone cobain combo rusberry muffin mantul bgt muka jadi cerah buat ombre jg oke banget tapi ga cocok dipake sendiri masih bisa nego pake sendiri,buat yang bingung pilih mana kulit sawo matang cenderung kulit warm olive tone mencoba combo rusberry muffin mantul banget muka jadi cerah buat ombre juga oke banget tapi enggak cocok dipakai sendiri masih bisa nego pakai sendiri,"['buat', 'yang', 'bingung', 'pilih', 'mana', 'kulit', 'sawo', 'matang', 'cenderung', 'kulit', 'warm', 'olive', 'tone', 'mencoba', 'combo', 'rusberry', 'muffin', 'mantul', 'banget', 'muka', 'jadi', 'cerah', 'buat', 'ombre', 'juga', 'oke', 'banget', 'tapi', 'enggak', 'cocok', 'dipakai', 'sendiri', 'masih', 'bisa', 'nego', 'pakai', 'sendiri']","['bingung', 'pilih', 'kulit', 'sawo', 'matang', 'cenderung', 'kulit', 'warm', 'olive', 'tone', 'mencoba', 'combo', 'rusberry', 'muffin', 'mantul', 'banget', 'muka', 'cerah', 'ombre', 'oke', 'banget', 'cocok', 'dipakai', 'nego', 'pakai']","['bingung', 'pilih', 'kulit', 'sawo', 'matang', 'cenderung', 'kulit', 'warm', 'olive', 'tone', 'coba', 'combo', 'rusberry', 'muffin', 'mantul', 'banget', 'muka', 'cerah', 'ombre', 'oke', 'banget', 'cocok', 'pakai', 'nego', 'pakai']",bingung pilih kulit sawo matang cenderung kulit warm olive tone coba combo rusberry muffin mantul banget muka cerah ombre oke banget cocok pakai nego pakai
"shade 05 ini warna nya bagus,cocok buat anak muda,ga gampang ilang,wangi,packaging nya lucu, harga affordable",shade ini warna nya bagus cocok buat anak muda ga gampang ilang wangi packaging nya lucu harga affordable,shade ini warna nya bagus cocok buat anak muda enggak gampang hilang wangi packaging nya lucu harga affordable,"['shade', 'ini', 'warna', 'nya', 'bagus', 'cocok', 'buat', 'anak', 'muda', 'enggak', 'gampang', 'hilang', 'wangi', 'packaging', 'nya', 'lucu', 'harga', 'affordable']","['shade', 'warna', 'bagus', 'cocok', 'anak', 'muda', 'gampang', 'hilang', 'wangi', 'packaging', 'lucu', 'harga', 'affordable']","['shade', 'warna', 'bagus', 'cocok', 'anak', 'muda', 'gampang', 'hilang', 'wangi', 'packaging', 'lucu', 'harga', 'affordable']",shade warna bagus cocok anak muda gampang hilang wangi packaging lucu harga affordable
tipe kulitku kering masalah kulitku pori besar,tipe kulitku kering masalah kulitku pori besar,tipe kulitku kering masalah kulitku pori besar,"['tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'kering', 'kulitku', 'pori']","['tipe', 'kulit', 'kering', 'kulit', 'pori']",tipe kulit kering kulit pori
tipe kulitku berminyak tipe kulitku normal tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku normal tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku normal tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif']",tipe kulit minyak tipe kulit normal tipe kulit sensitif
"bagus banget dan terjangkau toplahyyyu

*** amin untuk 2024",bagus banget dan terjangkau toplahyyyu amin untuk,bagus banget dan terjangkau toplahyyyu amin untuk,"['bagus', 'banget', 'dan', 'terjangkau', 'toplahyyyu', 'amin', 'untuk']","['bagus', 'banget', 'terjangkau', 'toplahyyyu', 'amin']","['bagus', 'banget', 'jangkau', 'toplahyyyu', 'amin']",bagus banget jangkau toplahyyyu amin
serum di bungkus bubble wrap rapi. kemarin dah coba serum ini cocok di kulit aku yang berminyak,serum di bungkus bubble wrap rapi kemarin dah coba serum ini cocok di kulit aku yang berminyak,serum di bungkus bubble wrap rapi kemarin deh coba serum ini cocok di kulit aku yang berminyak,"['serum', 'di', 'bungkus', 'bubble', 'wrap', 'rapi', 'kemarin', 'deh', 'coba', 'serum', 'ini', 'cocok', 'di', 'kulit', 'aku', 'yang', 'berminyak']","['serum', 'bungkus', 'bubble', 'wrap', 'rapi', 'kemarin', 'coba', 'serum', 'cocok', 'kulit', 'berminyak']","['serum', 'bungkus', 'bubble', 'wrap', 'rapi', 'kemarin', 'coba', 'serum', 'cocok', 'kulit', 'minyak']",serum bungkus bubble wrap rapi kemarin coba serum cocok kulit minyak
"belum di coba, tapi packing aman",belum di coba tapi packing aman,belum di coba tapi packing aman,"['belum', 'di', 'coba', 'tapi', 'packing', 'aman']","['coba', 'packing', 'aman']","['coba', 'packing', 'aman']",coba packing aman
masalah kulitku jerawat,masalah kulitku jerawat,masalah kulitku jerawat,"['masalah', 'kulitku', 'jerawat']","['kulitku', 'jerawat']","['kulit', 'jerawat']",kulit jerawat
tipe kulitku kering tipe kulitku berminyak masalah kulitku jerawat tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan tipe kulitku sensitif masalah kulitku pori besar,tipe kulitku kering tipe kulitku berminyak masalah kulitku jerawat tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan tipe kulitku sensitif masalah kulitku pori besar,tipe kulitku kering tipe kulitku berminyak masalah kulitku jerawat tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan tipe kulitku sensitif masalah kulitku pori besar,"['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'pori']","['tipe', 'kulit', 'kering', 'tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'kulit', 'kerut', 'tipe', 'kulit', 'sensitif', 'kulit', 'pori']",tipe kulit kering tipe kulit minyak kulit jerawat tipe kulit normal tipe kulit kombinasi kulit kerut tipe kulit sensitif kulit pori
