case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
tipe kulitku normal tipe kulitku berminyak masalah kulitku jerawat tipe kulitku kombinasi,tipe kulitku normal tipe kulitku berminyak masalah kulitku jerawat tipe kulitku kombinasi,tipe kulitku normal tipe kulitku berminyak masalah kulitku jerawat tipe kulitku kombinasi,"['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'normal', 'tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'tipe', 'kulit', 'kombinasi']",tipe kulit normal tipe kulit minyak kulit jerawat tipe kulit kombinasi
sudah sering beli dan belum ada yg tidak sesuai dengan produknya,sudah sering beli dan belum ada yg tidak sesuai dengan produknya,sudah sering beli dan belum ada yang tidak sesuai dengan produknya,"['sudah', 'sering', 'beli', 'dan', 'belum', 'ada', 'yang', 'tidak', 'sesuai', 'dengan', 'produknya']","['beli', 'produknya']","['beli', 'produk']",beli produk
"tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar
bagus banget muka ku jadi lebih haluss",tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar bagus banget muka ku jadi lebih haluss,tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar bagus banget muka ku jadi lebih halus,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'bagus', 'banget', 'muka', 'ku', 'jadi', 'lebih', 'halus']","['tipe', 'kulitku', 'kombinasi', 'kulitku', 'kerutan', 'kulitku', 'pori', 'bagus', 'banget', 'muka', 'ku', 'halus']","['tipe', 'kulit', 'kombinasi', 'kulit', 'kerut', 'kulit', 'pori', 'bagus', 'banget', 'muka', 'ku', 'halus']",tipe kulit kombinasi kulit kerut kulit pori bagus banget muka ku halus
barang sudah sampai dengan selamat. tks,barang sudah sampai dengan selamat tks,barang sudah sampai dengan selamat thanks,"['barang', 'sudah', 'sampai', 'dengan', 'selamat', 'thanks']","['selamat', 'thanks']","['selamat', 'thanks']",selamat thanks
cocok untuk kulit kering,cocok untuk kulit kering,cocok untuk kulit kering,"['cocok', 'untuk', 'kulit', 'kering']","['cocok', 'kulit', 'kering']","['cocok', 'kulit', 'kering']",cocok kulit kering
"tipe kulitku kering mayan bantu sii, btw tutupnya yg dalem susah banget di buka😭",tipe kulitku kering mayan bantu sii btw tutupnya yg dalem susah banget di buka,tipe kulitku kering lumayan bantu sih btw tutupnya yang dalem susah banget di buka,"['tipe', 'kulitku', 'kering', 'lumayan', 'bantu', 'sih', 'btw', 'tutupnya', 'yang', 'dalem', 'susah', 'banget', 'di', 'buka']","['tipe', 'kulitku', 'kering', 'lumayan', 'bantu', 'tutupnya', 'dalem', 'susah', 'banget', 'buka']","['tipe', 'kulit', 'kering', 'lumayan', 'bantu', 'tutup', 'dalem', 'susah', 'banget', 'buka']",tipe kulit kering lumayan bantu tutup dalem susah banget buka
"setelah menggunakan 2 produk ini selama beberapa hari, kulit wajah yang tadinya kering sekarang terasa lembab 🫰🏻 love it!",setelah menggunakan produk ini selama beberapa hari kulit wajah yang tadinya kering sekarang terasa lembab love it,setelah menggunakan produk ini selama beberapa hari kulit wajah yang tadinya kering sekarang terasa lembab love itu,"['setelah', 'menggunakan', 'produk', 'ini', 'selama', 'beberapa', 'hari', 'kulit', 'wajah', 'yang', 'tadinya', 'kering', 'sekarang', 'terasa', 'lembab', 'love', 'itu']","['produk', 'kulit', 'kering', 'lembab', 'love']","['produk', 'kulit', 'kering', 'lembab', 'love']",produk kulit kering lembab love
"cocok di kulit yg sensitif, teksturnya ga lengket",cocok di kulit yg sensitif teksturnya ga lengket,cocok di kulit yang sensitif teksturnya enggak lengket,"['cocok', 'di', 'kulit', 'yang', 'sensitif', 'teksturnya', 'enggak', 'lengket']","['cocok', 'kulit', 'sensitif', 'teksturnya', 'lengket']","['cocok', 'kulit', 'sensitif', 'tekstur', 'lengket']",cocok kulit sensitif tekstur lengket
pengiriman lama dari sebelum tahun baru dan paket tidak saya terima. ekspedisi nyasar kirim paket nya.,pengiriman lama dari sebelum tahun baru dan paket tidak saya terima ekspedisi nyasar kirim paket nya,pengiriman lama dari sebelum tahun baru dan paket tidak saya terima ekspedisi nyasar kirim paket nya,"['pengiriman', 'lama', 'dari', 'sebelum', 'tahun', 'baru', 'dan', 'paket', 'tidak', 'saya', 'terima', 'ekspedisi', 'nyasar', 'kirim', 'paket', 'nya']","['pengiriman', 'paket', 'terima', 'ekspedisi', 'nyasar', 'kirim', 'paket']","['kirim', 'paket', 'terima', 'ekspedisi', 'nyasar', 'kirim', 'paket']",kirim paket terima ekspedisi nyasar kirim paket
cantik warnanya dan ternyata pigmented bgt ya,cantik warnanya dan ternyata pigmented bgt ya,cantik warnanya dan ternyata pigmented banget ya,"['cantik', 'warnanya', 'dan', 'ternyata', 'pigmented', 'banget', 'ya']","['cantik', 'warnanya', 'pigmented', 'banget']","['cantik', 'warna', 'pigmented', 'banget']",cantik warna pigmented banget
"cocok, udah sering pake. ok.",cocok udah sering pake ok,cocok sudah sering pakai ok,"['cocok', 'sudah', 'sering', 'pakai', 'ok']","['cocok', 'pakai']","['cocok', 'pakai']",cocok pakai
udah sering repeat order. ok,udah sering repeat order ok,sudah sering repeat order ok,"['sudah', 'sering', 'repeat', 'order', 'ok']","['repeat', 'order']","['repeat', 'order']",repeat order
aku masih belum pernah coba tapi semoga nanti sesuai expetasii. barangnya sampe dengan aman plus bubble wrapnya tebel bangettttt.,aku masih belum pernah coba tapi semoga nanti sesuai expetasii barangnya sampe dengan aman plus bubble wrapnya tebel bangettttt,aku masih belum pernah coba tapi semoga nanti sesuai expetasii barangnya sampai dengan aman plus bubble wrapnya tebal banget,"['aku', 'masih', 'belum', 'pernah', 'coba', 'tapi', 'semoga', 'nanti', 'sesuai', 'expetasii', 'barangnya', 'sampai', 'dengan', 'aman', 'plus', 'bubble', 'wrapnya', 'tebal', 'banget']","['coba', 'semoga', 'expetasii', 'barangnya', 'aman', 'plus', 'bubble', 'wrapnya', 'tebal', 'banget']","['coba', 'moga', 'expetasii', 'barang', 'aman', 'plus', 'bubble', 'wrapnya', 'tebal', 'banget']",coba moga expetasii barang aman plus bubble wrapnya tebal banget
"packingnya niat bgt padahal cuma beli lip cream, so aman bgt nyampe ke cust😭💗 warnanya cantik buat ombre😍 thx u tokped&azarine!💗",packingnya niat bgt padahal cuma beli lip cream so aman bgt nyampe ke cust warnanya cantik buat ombre thx tokped azarine,packingnya niat banget padahal cuma beli lip cream so aman banget sampai ke cust warnanya cantik buat ombre thanks tokped azarine,"['packingnya', 'niat', 'banget', 'padahal', 'cuma', 'beli', 'lip', 'cream', 'so', 'aman', 'banget', 'sampai', 'ke', 'cust', 'warnanya', 'cantik', 'buat', 'ombre', 'thanks', 'tokped', 'azarine']","['packingnya', 'niat', 'banget', 'beli', 'lip', 'cream', 'aman', 'banget', 'cust', 'warnanya', 'cantik', 'ombre', 'thanks', 'tokped', 'azarine']","['packingnya', 'niat', 'banget', 'beli', 'lip', 'cream', 'aman', 'banget', 'cust', 'warna', 'cantik', 'ombre', 'thanks', 'tokped', 'azarine']",packingnya niat banget beli lip cream aman banget cust warna cantik ombre thanks tokped azarine
barang dikirim cuma 1 padahal beli twin wkwkwk. halo azarine kalo mau aku ubah ratingnya tolong kirim barang kurangnya yg harusnya jadi hak saya ya!!,barang dikirim cuma padahal beli twin halo azarine kalo mau aku ubah ratingnya tolong kirim barang kurangnya yg harusnya jadi hak saya ya,barang dikirim cuma padahal beli twin halo azarine kalo mau aku ubah ratingnya tolong kirim barang kurangnya yang harusnya jadi hak saya ya,"['barang', 'dikirim', 'cuma', 'padahal', 'beli', 'twin', 'halo', 'azarine', 'kalo', 'mau', 'aku', 'ubah', 'ratingnya', 'tolong', 'kirim', 'barang', 'kurangnya', 'yang', 'harusnya', 'jadi', 'hak', 'saya', 'ya']","['dikirim', 'beli', 'twin', 'azarine', 'ubah', 'ratingnya', 'tolong', 'kirim', 'kurangnya', 'hak']","['kirim', 'beli', 'twin', 'azarine', 'ubah', 'ratingnya', 'tolong', 'kirim', 'kurang', 'hak']",kirim beli twin azarine ubah ratingnya tolong kirim kurang hak
"lucuuu bgt warnanya hihi, liat punya temen bagus jadi aku ikut beli >_<",lucuuu bgt warnanya liat punya temen bagus jadi aku ikut beli ,lucu banget warnanya lihat punya teman bagus jadi aku ikut beli ,"['lucu', 'banget', 'warnanya', 'lihat', 'punya', 'teman', 'bagus', 'jadi', 'aku', 'ikut', 'beli']","['lucu', 'banget', 'warnanya', 'bagus', 'beli']","['lucu', 'banget', 'warna', 'bagus', 'beli']",lucu banget warna bagus beli
sudah tube ke 3 🫶🏻🫶🏻 bagus bgt cocok buatku,sudah tube ke bagus bgt cocok buatku,sudah tube ke bagus banget cocok buatku,"['sudah', 'tube', 'ke', 'bagus', 'banget', 'cocok', 'buatku']","['tube', 'bagus', 'banget', 'cocok', 'buatku']","['tube', 'bagus', 'banget', 'cocok', 'buat']",tube bagus banget cocok buat
mantap sesuk order neh ✌️,mantap sesuk order neh,mantap sesuk order nih,"['mantap', 'sesuk', 'order', 'nih']","['mantap', 'sesuk', 'order']","['mantap', 'sesuk', 'order']",mantap sesuk order
"warnanya cantikkk, suka ❤️❤️❤️",warnanya cantikkk suka,warnanya cantik suka,"['warnanya', 'cantik', 'suka']","['warnanya', 'cantik', 'suka']","['warna', 'cantik', 'suka']",warna cantik suka
"buat akuu, ini enak banget ss nya, nggak lengket, finish nya enak banget di kulitku yg oilyy. sukaaa❤️❤️",buat akuu ini enak banget ss nya nggak lengket finish nya enak banget di kulitku yg oilyy sukaaa,buat aku ini enak banget ss nya enggak lengket finish nya enak banget di kulitku yang oily suka,"['buat', 'aku', 'ini', 'enak', 'banget', 'ss', 'nya', 'enggak', 'lengket', 'finish', 'nya', 'enak', 'banget', 'di', 'kulitku', 'yang', 'oily', 'suka']","['banget', 'lengket', 'finish', 'banget', 'kulitku', 'oily', 'suka']","['banget', 'lengket', 'finish', 'banget', 'kulit', 'oily', 'suka']",banget lengket finish banget kulit oily suka
"ini cocok buat kulit sensitif oily acne prone kaya akuuuu, nggak perih, dan nggak bikin keringgg sukakk❤️❤️",ini cocok buat kulit sensitif oily acne prone kaya akuuuu nggak perih dan nggak bikin keringgg sukakk,ini cocok buat kulit sensitif oily acne prone kayak akuuuu enggak perih dan enggak bikin keringgg sukakk,"['ini', 'cocok', 'buat', 'kulit', 'sensitif', 'oily', 'acne', 'prone', 'kayak', 'akuuuu', 'enggak', 'perih', 'dan', 'enggak', 'bikin', 'keringgg', 'sukakk']","['cocok', 'kulit', 'sensitif', 'oily', 'acne', 'prone', 'akuuuu', 'perih', 'keringgg', 'sukakk']","['cocok', 'kulit', 'sensitif', 'oily', 'acne', 'prone', 'akuuuu', 'perih', 'keringgg', 'sukakk']",cocok kulit sensitif oily acne prone akuuuu perih keringgg sukakk
warnanya nude bangettt. beda sama di foto.,warnanya nude bangettt beda sama di foto,warnanya nude banget beda sama di foto,"['warnanya', 'nude', 'banget', 'beda', 'sama', 'di', 'foto']","['warnanya', 'nude', 'banget', 'beda', 'foto']","['warna', 'nude', 'banget', 'beda', 'foto']",warna nude banget beda foto
exp lama packsging rapi cpet bgt sampe sukses trus ajarin,exp lama packsging rapi cpet bgt sampe sukses trus ajarin,exp lama packsging rapi cepat banget sampai sukses terus ajarkan,"['exp', 'lama', 'packsging', 'rapi', 'cepat', 'banget', 'sampai', 'sukses', 'terus', 'ajarkan']","['exp', 'packsging', 'rapi', 'cepat', 'banget', 'sukses', 'ajarkan']","['exp', 'packsging', 'rapi', 'cepat', 'banget', 'sukses', 'ajar']",exp packsging rapi cepat banget sukses ajar
tipe kulitku berminyak tipe kulitku kering,tipe kulitku berminyak tipe kulitku kering,tipe kulitku berminyak tipe kulitku kering,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering']",tipe kulit minyak tipe kulit kering
"lotion nya bagus banget,teksturnya light watery gitu terus easy di apply ke kulit, nyerap nya cepet dan melembapkan banget gitu oya ini juga spf 50 juga lagi beneran bakal repurchase sih kalo abis hihi",lotion nya bagus banget teksturnya light watery gitu terus easy di apply ke kulit nyerap nya cepet dan melembapkan banget gitu oya ini juga spf juga lagi beneran bakal repurchase sih kalo abis,lotion nya bagus banget teksturnya light watery begitu terus easy di apply ke kulit nyerap nya cepat dan melembapkan banget begitu oya ini juga spf juga lagi benaran bakal repurchase sih kalo habis,"['lotion', 'nya', 'bagus', 'banget', 'teksturnya', 'light', 'watery', 'begitu', 'terus', 'easy', 'di', 'apply', 'ke', 'kulit', 'nyerap', 'nya', 'cepat', 'dan', 'melembapkan', 'banget', 'begitu', 'oya', 'ini', 'juga', 'spf', 'juga', 'lagi', 'benaran', 'bakal', 'repurchase', 'sih', 'kalo', 'habis']","['lotion', 'bagus', 'banget', 'teksturnya', 'light', 'watery', 'easy', 'apply', 'kulit', 'nyerap', 'cepat', 'melembapkan', 'banget', 'oya', 'spf', 'benaran', 'repurchase', 'habis']","['lotion', 'bagus', 'banget', 'tekstur', 'light', 'watery', 'easy', 'apply', 'kulit', 'nyerap', 'cepat', 'lembap', 'banget', 'oya', 'spf', 'benar', 'repurchase', 'habis']",lotion bagus banget tekstur light watery easy apply kulit nyerap cepat lembap banget oya spf benar repurchase habis
"barang sesuai pesanan, barang bagus",barang sesuai pesanan barang bagus,barang sesuai pesanan barang bagus,"['barang', 'sesuai', 'pesanan', 'barang', 'bagus']","['pesanan', 'bagus']","['pesan', 'bagus']",pesan bagus
barangnya sesuai pesanan,barangnya sesuai pesanan,barangnya sesuai pesanan,"['barangnya', 'sesuai', 'pesanan']","['barangnya', 'pesanan']","['barang', 'pesan']",barang pesan
nice,nice,nice,['nice'],['nice'],['nice'],nice
"baru mau coba pertama kali, semoga cocok.next order lagi",baru mau coba pertama kali semoga cocok next order lagi,baru mau coba pertama kali semoga cocok next order lagi,"['baru', 'mau', 'coba', 'pertama', 'kali', 'semoga', 'cocok', 'next', 'order', 'lagi']","['coba', 'semoga', 'cocok', 'next', 'order']","['coba', 'moga', 'cocok', 'next', 'order']",coba moga cocok next order
"tipe kulitku kering,  cocok, ringan dipakai, no white cast, cepat meresap, tidak bikin muka kilang"" minyak",tipe kulitku kering cocok ringan dipakai no white cast cepat meresap tidak bikin muka kilang minyak,tipe kulitku kering cocok ringan dipakai no white cast cepat meresap tidak bikin muka kilang minyak,"['tipe', 'kulitku', 'kering', 'cocok', 'ringan', 'dipakai', 'no', 'white', 'cast', 'cepat', 'meresap', 'tidak', 'bikin', 'muka', 'kilang', 'minyak']","['tipe', 'kulitku', 'kering', 'cocok', 'ringan', 'dipakai', 'white', 'cast', 'cepat', 'meresap', 'muka', 'kilang', 'minyak']","['tipe', 'kulit', 'kering', 'cocok', 'ringan', 'pakai', 'white', 'cast', 'cepat', 'resap', 'muka', 'kilang', 'minyak']",tipe kulit kering cocok ringan pakai white cast cepat resap muka kilang minyak
sunscreen favorit akuh. repurchase berkali2 tipe kulitku normal,sunscreen favorit akuh repurchase berkali tipe kulitku normal,sunscreen favorit aku repurchase berkali tipe kulitku normal,"['sunscreen', 'favorit', 'aku', 'repurchase', 'berkali', 'tipe', 'kulitku', 'normal']","['sunscreen', 'favorit', 'repurchase', 'berkali', 'tipe', 'kulitku', 'normal']","['sunscreen', 'favorit', 'repurchase', 'kali', 'tipe', 'kulit', 'normal']",sunscreen favorit repurchase kali tipe kulit normal
"cocok banget di kulitku yg oily, seenak itu",cocok banget di kulitku yg oily seenak itu,cocok banget di kulitku yang oily seenak itu,"['cocok', 'banget', 'di', 'kulitku', 'yang', 'oily', 'seenak', 'itu']","['cocok', 'banget', 'kulitku', 'oily', 'seenak']","['cocok', 'banget', 'kulit', 'oily', 'enak']",cocok banget kulit oily enak
mudah2an cocok,mudahan cocok,mudahan cocok,"['mudahan', 'cocok']","['mudahan', 'cocok']","['mudah', 'cocok']",mudah cocok
pengiriman lama,pengiriman lama,pengiriman lama,"['pengiriman', 'lama']",['pengiriman'],['kirim'],kirim
exp panjang. thx,exp panjang thx,exp panjang thanks,"['exp', 'panjang', 'thanks']","['exp', 'thanks']","['exp', 'thanks']",exp thanks
cocok di aku gess tipe kulitku berminyak,cocok di aku gess tipe kulitku berminyak,cocok di aku gess tipe kulitku berminyak,"['cocok', 'di', 'aku', 'gess', 'tipe', 'kulitku', 'berminyak']","['cocok', 'gess', 'tipe', 'kulitku', 'berminyak']","['cocok', 'gess', 'tipe', 'kulit', 'minyak']",cocok gess tipe kulit minyak
baguss,baguss,bagus,['bagus'],['bagus'],['bagus'],bagus
"diterima dalam kondisi baik
semoga cocok",diterima dalam kondisi baik semoga cocok,diterima dalam kondisi baik semoga cocok,"['diterima', 'dalam', 'kondisi', 'baik', 'semoga', 'cocok']","['diterima', 'semoga', 'cocok']","['terima', 'moga', 'cocok']",terima moga cocok
"barang original dan pengiriman cepat, semoga cocok karena baru pertama kali coba",barang original dan pengiriman cepat semoga cocok karena baru pertama kali coba,barang original dan pengiriman cepat semoga cocok karena baru pertama kali coba,"['barang', 'original', 'dan', 'pengiriman', 'cepat', 'semoga', 'cocok', 'karena', 'baru', 'pertama', 'kali', 'coba']","['original', 'pengiriman', 'cepat', 'semoga', 'cocok', 'coba']","['original', 'kirim', 'cepat', 'moga', 'cocok', 'coba']",original kirim cepat moga cocok coba
"barang aman, pemakaian pertama kali semoga cocok",barang aman pemakaian pertama kali semoga cocok,barang aman pemakaian pertama kali semoga cocok,"['barang', 'aman', 'pemakaian', 'pertama', 'kali', 'semoga', 'cocok']","['aman', 'pemakaian', 'semoga', 'cocok']","['aman', 'pakai', 'moga', 'cocok']",aman pakai moga cocok
"pemakaian pertama kali oke, semoga cocok biar gk gonta ganti lagi :')",pemakaian pertama kali oke semoga cocok biar gk gonta ganti lagi,pemakaian pertama kali oke semoga cocok biar enggak gonta ganti lagi,"['pemakaian', 'pertama', 'kali', 'oke', 'semoga', 'cocok', 'biar', 'enggak', 'gonta', 'ganti', 'lagi']","['pemakaian', 'oke', 'semoga', 'cocok', 'gonta', 'ganti']","['pakai', 'oke', 'moga', 'cocok', 'gonta', 'ganti']",pakai oke moga cocok gonta ganti
"sudah repeat order yg kesekian kali nya, dapet potongan harga + diakon sampe 30 rb jadi berasa bayar 2 produk hehe + cashback 10 rb, sering2 pantengin promo & flash sale aja, thanks good luck",sudah repeat order yg kesekian kali nya dapet potongan harga diakon sampe rb jadi berasa bayar produk cashback rb sering pantengin promo flash sale aja thanks good luck,sudah repeat order yang kesekian kali nya dapat potongan harga diakon sampai ribu jadi berasa bayar produk cashback ribu sering pantengin promo flash sale saja thanks good luck,"['sudah', 'repeat', 'order', 'yang', 'kesekian', 'kali', 'nya', 'dapat', 'potongan', 'harga', 'diakon', 'sampai', 'ribu', 'jadi', 'berasa', 'bayar', 'produk', 'cashback', 'ribu', 'sering', 'pantengin', 'promo', 'flash', 'sale', 'saja', 'thanks', 'good', 'luck']","['repeat', 'order', 'kesekian', 'potongan', 'harga', 'diakon', 'berasa', 'bayar', 'produk', 'cashback', 'pantengin', 'promo', 'flash', 'sale', 'thanks', 'luck']","['repeat', 'order', 'sekian', 'potong', 'harga', 'diakon', 'asa', 'bayar', 'produk', 'cashback', 'pantengin', 'promo', 'flash', 'sale', 'thanks', 'luck']",repeat order sekian potong harga diakon asa bayar produk cashback pantengin promo flash sale thanks luck
"tipe kulitku kering, berjerawat, dan jerawatan",tipe kulitku kering berjerawat dan jerawatan,tipe kulitku kering berjerawat dan jerawatan,"['tipe', 'kulitku', 'kering', 'berjerawat', 'dan', 'jerawatan']","['tipe', 'kulitku', 'kering', 'berjerawat', 'jerawatan']","['tipe', 'kulit', 'kering', 'jerawat', 'jerawat']",tipe kulit kering jerawat jerawat
"produknya oke, ga usah ditanya lah ya kualitasnya. tp pengiriman cenderung lama, bs jd krn sy order akhir tahun ya jd kepotong banyak libur",produknya oke ga usah ditanya lah ya kualitasnya tp pengiriman cenderung lama bs jd krn sy order akhir tahun ya jd kepotong banyak libur,produknya oke enggak usah ditanya lah ya kualitasnya tapi pengiriman cenderung lama bisa jadi karena saya order akhir tahun ya jadi kepotong banyak libur,"['produknya', 'oke', 'enggak', 'usah', 'ditanya', 'lah', 'ya', 'kualitasnya', 'tapi', 'pengiriman', 'cenderung', 'lama', 'bisa', 'jadi', 'karena', 'saya', 'order', 'akhir', 'tahun', 'ya', 'jadi', 'kepotong', 'banyak', 'libur']","['produknya', 'oke', 'kualitasnya', 'pengiriman', 'cenderung', 'order', 'kepotong', 'libur']","['produk', 'oke', 'kualitas', 'kirim', 'cenderung', 'order', 'potong', 'libur']",produk oke kualitas kirim cenderung order potong libur
bahannya ringan langsung nyerap ke kulit..teksturnya agak kental tpi g yg berat gt...,bahannya ringan langsung nyerap ke kulit teksturnya agak kental tpi yg berat gt,bahannya ringan langsung nyerap ke kulit teksturnya agak kental tapi yang berat begitu,"['bahannya', 'ringan', 'langsung', 'nyerap', 'ke', 'kulit', 'teksturnya', 'agak', 'kental', 'tapi', 'yang', 'berat', 'begitu']","['bahannya', 'ringan', 'nyerap', 'kulit', 'teksturnya', 'kental']","['bahan', 'ringan', 'nyerap', 'kulit', 'tekstur', 'kental']",bahan ringan nyerap kulit tekstur kental
"gampang terserap
ringan
no whitecast",gampang terserap ringan no whitecast,gampang terserap ringan no whitecast,"['gampang', 'terserap', 'ringan', 'no', 'whitecast']","['gampang', 'terserap', 'ringan', 'whitecast']","['gampang', 'serap', 'ringan', 'whitecast']",gampang serap ringan whitecast
tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat']",tipe kulit minyak tipe kulit sensitif kulit jerawat
sun screen azarine mah terbukti juara buat kulit berminyak.,sun screen azarine mah terbukti juara buat kulit berminyak,sun screen azarine mah terbukti juara buat kulit berminyak,"['sun', 'screen', 'azarine', 'mah', 'terbukti', 'juara', 'buat', 'kulit', 'berminyak']","['sun', 'screen', 'azarine', 'terbukti', 'juara', 'kulit', 'berminyak']","['sun', 'screen', 'azarine', 'bukti', 'juara', 'kulit', 'minyak']",sun screen azarine bukti juara kulit minyak
suka banget sama liptint azarine yg warna ini karna bikin muka jadi keliatan fresh dan liptintnya wangi. isinya juga banyakkk,suka banget sama liptint azarine yg warna ini karna bikin muka jadi keliatan fresh dan liptintnya wangi isinya juga banyakkk,suka banget sama liptint azarine yang warna ini karena bikin muka jadi kelihatan fresh dan liptintnya wangi isinya juga banyak,"['suka', 'banget', 'sama', 'liptint', 'azarine', 'yang', 'warna', 'ini', 'karena', 'bikin', 'muka', 'jadi', 'kelihatan', 'fresh', 'dan', 'liptintnya', 'wangi', 'isinya', 'juga', 'banyak']","['suka', 'banget', 'liptint', 'azarine', 'warna', 'muka', 'fresh', 'liptintnya', 'wangi', 'isinya']","['suka', 'banget', 'liptint', 'azarine', 'warna', 'muka', 'fresh', 'liptintnya', 'wangi', 'isi']",suka banget liptint azarine warna muka fresh liptintnya wangi isi
baru mau coba sunscreen ini semoga cocokk. pengirimannya cepat dan aman,baru mau coba sunscreen ini semoga cocokk pengirimannya cepat dan aman,baru mau coba sunscreen ini semoga cocok pengirimannya cepat dan aman,"['baru', 'mau', 'coba', 'sunscreen', 'ini', 'semoga', 'cocok', 'pengirimannya', 'cepat', 'dan', 'aman']","['coba', 'sunscreen', 'semoga', 'cocok', 'pengirimannya', 'cepat', 'aman']","['coba', 'sunscreen', 'moga', 'cocok', 'kirim', 'cepat', 'aman']",coba sunscreen moga cocok kirim cepat aman
"kenapa ya ga baca pesanan saya ,saya pesen dua kok dateng satu",kenapa ya ga baca pesanan saya saya pesen dua kok dateng satu,kenapa ya enggak baca pesanan saya saya pesan dua kok datang satu,"['kenapa', 'ya', 'enggak', 'baca', 'pesanan', 'saya', 'saya', 'pesan', 'dua', 'kok', 'datang', 'satu']","['baca', 'pesanan', 'pesan']","['baca', 'pesan', 'pesan']",baca pesan pesan
"packing tebal aman, pengiriman cepat, produk lebih murah dari di toko offline
so far pake micellar ini sangat ringan
cocok utk kulit sensitif
meski utk mengangkat kotoran hrs dilakukan berulang tp gpp namanya jg murah xixi",packing tebal aman pengiriman cepat produk lebih murah dari di toko offline so far pake micellar ini sangat ringan cocok utk kulit sensitif meski utk mengangkat kotoran hrs dilakukan berulang tp gpp namanya jg murah xixi,packing tebal aman pengiriman cepat produk lebih murah dari di toko offline so far pakai micellar ini sangat ringan cocok untuk kulit sensitif meski untuk mengangkat kotoran harus dilakukan berulang tapi enggak apa-apa namanya juga murah xixi,"['packing', 'tebal', 'aman', 'pengiriman', 'cepat', 'produk', 'lebih', 'murah', 'dari', 'di', 'toko', 'offline', 'so', 'far', 'pakai', 'micellar', 'ini', 'sangat', 'ringan', 'cocok', 'untuk', 'kulit', 'sensitif', 'meski', 'untuk', 'mengangkat', 'kotoran', 'harus', 'dilakukan', 'berulang', 'tapi', 'enggak', 'apa-apa', 'namanya', 'juga', 'murah', 'xixi']","['packing', 'tebal', 'aman', 'pengiriman', 'cepat', 'produk', 'murah', 'toko', 'offline', 'far', 'pakai', 'micellar', 'ringan', 'cocok', 'kulit', 'sensitif', 'mengangkat', 'kotoran', 'berulang', 'apa-apa', 'namanya', 'murah', 'xixi']","['packing', 'tebal', 'aman', 'kirim', 'cepat', 'produk', 'murah', 'toko', 'offline', 'far', 'pakai', 'micellar', 'ringan', 'cocok', 'kulit', 'sensitif', 'angkat', 'kotor', 'ulang', 'apa', 'nama', 'murah', 'xixi']",packing tebal aman kirim cepat produk murah toko offline far pakai micellar ringan cocok kulit sensitif angkat kotor ulang apa nama murah xixi
"tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar
semoga cocok.. krna pake produk azarine yg lain cocok2 aja sih..",tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar semoga cocok krna pake produk azarine yg lain cocok aja sih,tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar semoga cocok karena pakai produk azarine yang lain cocok saja sih,"['tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'semoga', 'cocok', 'karena', 'pakai', 'produk', 'azarine', 'yang', 'lain', 'cocok', 'saja', 'sih']","['tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'kerutan', 'kulitku', 'pori', 'semoga', 'cocok', 'pakai', 'produk', 'azarine', 'cocok']","['tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'sensitif', 'kulit', 'kerut', 'kulit', 'pori', 'moga', 'cocok', 'pakai', 'produk', 'azarine', 'cocok']",tipe kulit kombinasi tipe kulit sensitif kulit kerut kulit pori moga cocok pakai produk azarine cocok
