case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
"tipe kulitku normal to oily, pori gede, sama komedo di idung. semoga bisa bantu ya xixi",tipe kulitku normal to oily pori gede sama komedo di idung semoga bisa bantu ya xixi,tipe kulitku normal tapi oily pori gede sama komedo di hidung semoga bisa bantu ya xixi,"['tipe', 'kulitku', 'normal', 'tapi', 'oily', 'pori', 'gede', 'sama', 'komedo', 'di', 'hidung', 'semoga', 'bisa', 'bantu', 'ya', 'xixi']","['tipe', 'kulitku', 'normal', 'oily', 'pori', 'gede', 'komedo', 'hidung', 'semoga', 'bantu', 'xixi']","['tipe', 'kulit', 'normal', 'oily', 'pori', 'gede', 'komedo', 'hidung', 'moga', 'bantu', 'xixi']",tipe kulit normal oily pori gede komedo hidung moga bantu xixi
thankyouuu sampe dengan selamat💋🤍,thankyouuu sampe dengan selamat,thank you sampai dengan selamat,"['thank', 'you', 'sampai', 'dengan', 'selamat']","['thank', 'selamat']","['thank', 'selamat']",thank selamat
masalah kulitku jerawat,masalah kulitku jerawat,masalah kulitku jerawat,"['masalah', 'kulitku', 'jerawat']","['kulitku', 'jerawat']","['kulit', 'jerawat']",kulit jerawat
tipe kulitku kombinasi,tipe kulitku kombinasi,tipe kulitku kombinasi,"['tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'kombinasi']",tipe kulit kombinasi
tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'kulitku', 'kerutan', 'kulitku', 'pori']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'kerut', 'kulit', 'pori']",tipe kulit minyak tipe kulit kering tipe kulit kombinasi tipe kulit normal tipe kulit sensitif kulit jerawat kulit kerut kulit pori
"andalan buat exfo dimalam hari 😁
makasiii tokped yg ngasih promo jadi dapet harga 70k ⚘️⚘️⚘️🔥",andalan buat exfo dimalam hari makasiii tokped yg ngasih promo jadi dapet harga,andalan buat exfo dimalam hari terima kasih tokped yang mengasih promo jadi dapat harga,"['andalan', 'buat', 'exfo', 'dimalam', 'hari', 'terima', 'kasih', 'tokped', 'yang', 'mengasih', 'promo', 'jadi', 'dapat', 'harga']","['andalan', 'exfo', 'dimalam', 'terima', 'kasih', 'tokped', 'mengasih', 'promo', 'harga']","['andal', 'exfo', 'malam', 'terima', 'kasih', 'tokped', 'asih', 'promo', 'harga']",andal exfo malam terima kasih tokped asih promo harga
"sudah pemakaian kesekian kalinya, cocok, toko terpercaya",sudah pemakaian kesekian kalinya cocok toko terpercaya,sudah pemakaian kesekian kalinya cocok toko terpercaya,"['sudah', 'pemakaian', 'kesekian', 'kalinya', 'cocok', 'toko', 'terpercaya']","['pemakaian', 'kesekian', 'kalinya', 'cocok', 'toko', 'terpercaya']","['pakai', 'sekian', 'kali', 'cocok', 'toko', 'percaya']",pakai sekian kali cocok toko percaya
dah lah ga usah diragukan lagi klo avo mah,dah lah ga usah diragukan lagi klo avo mah,deh lah enggak usah diragukan lagi kalo avo mah,"['deh', 'lah', 'enggak', 'usah', 'diragukan', 'lagi', 'kalo', 'avo', 'mah']","['diragukan', 'avo']","['ragu', 'avo']",ragu avo
tipe kulitku berminyak. serumnya agak lama meresap tapi ringan di wajah. gak bikin lengket samsek. semoga beneran bisa mencerahkan ya.,tipe kulitku berminyak serumnya agak lama meresap tapi ringan di wajah gak bikin lengket samsek semoga beneran bisa mencerahkan ya,tipe kulitku berminyak serumnya agak lama meresap tapi ringan di wajah enggak bikin lengket sama sekali semoga benaran bisa mencerahkan ya,"['tipe', 'kulitku', 'berminyak', 'serumnya', 'agak', 'lama', 'meresap', 'tapi', 'ringan', 'di', 'wajah', 'enggak', 'bikin', 'lengket', 'sama', 'sekali', 'semoga', 'benaran', 'bisa', 'mencerahkan', 'ya']","['tipe', 'kulitku', 'berminyak', 'serumnya', 'meresap', 'ringan', 'lengket', 'semoga', 'benaran', 'mencerahkan']","['tipe', 'kulit', 'minyak', 'serum', 'resap', 'ringan', 'lengket', 'moga', 'benar', 'cerah']",tipe kulit minyak serum resap ringan lengket moga benar cerah
tipe kulitku berminyak masalah kulitku pori besar masalah kulitku jerawat,tipe kulitku berminyak masalah kulitku pori besar masalah kulitku jerawat,tipe kulitku berminyak masalah kulitku pori besar masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'pori', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'kulit', 'pori', 'kulit', 'jerawat']",tipe kulit minyak kulit pori kulit jerawat
barang ori,barang ori,barang orisinal,"['barang', 'orisinal']",['orisinal'],['orisinal'],orisinal
baru mau mencoba semoga cocok dan bagus di kulitku 🥰🥰🤲,baru mau mencoba semoga cocok dan bagus di kulitku,baru mau mencoba semoga cocok dan bagus di kulitku,"['baru', 'mau', 'mencoba', 'semoga', 'cocok', 'dan', 'bagus', 'di', 'kulitku']","['mencoba', 'semoga', 'cocok', 'bagus', 'kulitku']","['coba', 'moga', 'cocok', 'bagus', 'kulit']",coba moga cocok bagus kulit
baru mau mencoba semoga cocok dan hasilnya bagus aamiin 🤲🥰,baru mau mencoba semoga cocok dan hasilnya bagus aamiin,baru mau mencoba semoga cocok dan hasilnya bagus amin,"['baru', 'mau', 'mencoba', 'semoga', 'cocok', 'dan', 'hasilnya', 'bagus', 'amin']","['mencoba', 'semoga', 'cocok', 'hasilnya', 'bagus', 'amin']","['coba', 'moga', 'cocok', 'hasil', 'bagus', 'amin']",coba moga cocok hasil bagus amin
baru nyoba semoga cocok,baru nyoba semoga cocok,baru mencoba semoga cocok,"['baru', 'mencoba', 'semoga', 'cocok']","['mencoba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']",coba moga cocok
barang mantap dan sangat memuaskan👌👍🙏😁,barang mantap dan sangat memuaskan,barang mantap dan sangat memuaskan,"['barang', 'mantap', 'dan', 'sangat', 'memuaskan']","['mantap', 'memuaskan']","['mantap', 'muas']",mantap muas
👍👍👍👍,,,[],[],[],
bikin wajah saya jd lembab dan ga berminyaakkk. cucok!!!,bikin wajah saya jd lembab dan ga berminyaakkk cucok,bikin wajah saya jadi lembab dan enggak berminyak cocok,"['bikin', 'wajah', 'saya', 'jadi', 'lembab', 'dan', 'enggak', 'berminyak', 'cocok']","['lembab', 'berminyak', 'cocok']","['lembab', 'minyak', 'cocok']",lembab minyak cocok
"kualitas serum & moisturizer avoskin top abis deh. worthed to buy.
pengemasan super rapi .
pengiriman cepat
❤👍👍👍👍",kualitas serum moisturizer avoskin top abis deh worthed to buy pengemasan super rapi pengiriman cepat,kualitas serum moisturizer avoskin top habis deh worthed tapi buy pengemasan super rapi pengiriman cepat,"['kualitas', 'serum', 'moisturizer', 'avoskin', 'top', 'habis', 'deh', 'worthed', 'tapi', 'buy', 'pengemasan', 'super', 'rapi', 'pengiriman', 'cepat']","['kualitas', 'serum', 'moisturizer', 'avoskin', 'top', 'habis', 'worthed', 'buy', 'pengemasan', 'super', 'rapi', 'pengiriman', 'cepat']","['kualitas', 'serum', 'moisturizer', 'avoskin', 'top', 'habis', 'worthed', 'buy', 'emas', 'super', 'rapi', 'kirim', 'cepat']",kualitas serum moisturizer avoskin top habis worthed buy emas super rapi kirim cepat
"sesuai , harga murce dapet diskon😍",sesuai harga murce dapet diskon,sesuai harga murce dapat diskon,"['sesuai', 'harga', 'murce', 'dapat', 'diskon']","['harga', 'murce', 'diskon']","['harga', 'murce', 'diskon']",harga murce diskon
"saya pesen 2 tapi yg datang cuma 1, pdhl diresi nya tertulis 2 pcs, emang salah saya ga divideoin krn udh percaya aja krn udah sering beli juga eeeehh ya sudahlah mo gmn lagi ga divideoin juga😑 cuma ada foto doang",saya pesen tapi yg datang cuma pdhl diresi nya tertulis pcs emang salah saya ga divideoin krn udh percaya aja krn udah sering beli juga eeeehh ya sudahlah mo gmn lagi ga divideoin juga cuma ada foto doang,saya pesan tapi yang datang cuma padahal diresi nya tertulis pcs memang salah saya enggak divideoin karena sudah percaya saja karena sudah sering beli juga eeeehh ya sudahlah mau bagaimana lagi enggak divideoin juga cuma ada foto doang,"['saya', 'pesan', 'tapi', 'yang', 'datang', 'cuma', 'padahal', 'diresi', 'nya', 'tertulis', 'pcs', 'memang', 'salah', 'saya', 'enggak', 'divideoin', 'karena', 'sudah', 'percaya', 'saja', 'karena', 'sudah', 'sering', 'beli', 'juga', 'eeeehh', 'ya', 'sudahlah', 'mau', 'bagaimana', 'lagi', 'enggak', 'divideoin', 'juga', 'cuma', 'ada', 'foto', 'doang']","['pesan', 'diresi', 'tertulis', 'pcs', 'divideoin', 'percaya', 'beli', 'eeeehh', 'divideoin', 'foto', 'doang']","['pesan', 'resi', 'tulis', 'pcs', 'divideoin', 'percaya', 'beli', 'eeeehh', 'divideoin', 'foto', 'doang']",pesan resi tulis pcs divideoin percaya beli eeeehh divideoin foto doang
semoga cocok,semoga cocok,semoga cocok,"['semoga', 'cocok']","['semoga', 'cocok']","['moga', 'cocok']",moga cocok
barang telah sampai dengan selamat. penjual responsif. terima kasih,barang telah sampai dengan selamat penjual responsif terima kasih,barang telah sampai dengan selamat penjual responsif terima kasih,"['barang', 'telah', 'sampai', 'dengan', 'selamat', 'penjual', 'responsif', 'terima', 'kasih']","['selamat', 'penjual', 'responsif', 'terima', 'kasih']","['selamat', 'jual', 'responsif', 'terima', 'kasih']",selamat jual responsif terima kasih
"beli untuk mama, karna cocok bgt di mama. usia mama udah 50+, pakai ini kulit jadi mulus dan kerutan berkurang. udah repurchase 3 kali 🤭",beli untuk mama karna cocok bgt di mama usia mama udah pakai ini kulit jadi mulus dan kerutan berkurang udah repurchase kali,beli untuk mama karena cocok banget di mama usia mama sudah pakai ini kulit jadi mulus dan kerutan berkurang sudah repurchase kali,"['beli', 'untuk', 'mama', 'karena', 'cocok', 'banget', 'di', 'mama', 'usia', 'mama', 'sudah', 'pakai', 'ini', 'kulit', 'jadi', 'mulus', 'dan', 'kerutan', 'berkurang', 'sudah', 'repurchase', 'kali']","['beli', 'mama', 'cocok', 'banget', 'mama', 'usia', 'mama', 'pakai', 'kulit', 'mulus', 'kerutan', 'berkurang', 'repurchase']","['beli', 'mama', 'cocok', 'banget', 'mama', 'usia', 'mama', 'pakai', 'kulit', 'mulus', 'kerut', 'kurang', 'repurchase']",beli mama cocok banget mama usia mama pakai kulit mulus kerut kurang repurchase
"dapet exp 2026 alhamdulillah, smoga cocok baru mau cobain pake retinol😍 pake yg refining sukak banget soalnya",dapet exp alhamdulillah smoga cocok baru mau cobain pake retinol pake yg refining sukak banget soalnya,dapat exp alhamdulillah semoga cocok baru mau mencoba pakai retinol pakai yang refining suka banget soalnya,"['dapat', 'exp', 'alhamdulillah', 'semoga', 'cocok', 'baru', 'mau', 'mencoba', 'pakai', 'retinol', 'pakai', 'yang', 'refining', 'suka', 'banget', 'soalnya']","['exp', 'semoga', 'cocok', 'mencoba', 'pakai', 'retinol', 'pakai', 'refining', 'suka', 'banget']","['exp', 'moga', 'cocok', 'coba', 'pakai', 'retinol', 'pakai', 'refining', 'suka', 'banget']",exp moga cocok coba pakai retinol pakai refining suka banget
"lembut bagus untuk kulit normal/dry , sensitif. namun kurang cocok untuk kulit berminyak/berjerawat, harus pump banyak.",lembut bagus untuk kulit normal dry sensitif namun kurang cocok untuk kulit berminyak berjerawat harus pump banyak,lembut bagus untuk kulit normal dry sensitif namun kurang cocok untuk kulit berminyak berjerawat harus pump banyak,"['lembut', 'bagus', 'untuk', 'kulit', 'normal', 'dry', 'sensitif', 'namun', 'kurang', 'cocok', 'untuk', 'kulit', 'berminyak', 'berjerawat', 'harus', 'pump', 'banyak']","['lembut', 'bagus', 'kulit', 'normal', 'dry', 'sensitif', 'cocok', 'kulit', 'berminyak', 'berjerawat', 'pump']","['lembut', 'bagus', 'kulit', 'normal', 'dry', 'sensitif', 'cocok', 'kulit', 'minyak', 'jerawat', 'pump']",lembut bagus kulit normal dry sensitif cocok kulit minyak jerawat pump
"pengiriman oke, namun exp produk terlalu dekat. utk yg serum exp 03/25, yg toner mendingan 11/25",pengiriman oke namun exp produk terlalu dekat utk yg serum exp yg toner mendingan,pengiriman oke namun exp produk terlalu dekat untuk yang serum exp yang toner mendingan,"['pengiriman', 'oke', 'namun', 'exp', 'produk', 'terlalu', 'dekat', 'untuk', 'yang', 'serum', 'exp', 'yang', 'toner', 'mendingan']","['pengiriman', 'oke', 'exp', 'produk', 'serum', 'exp', 'toner', 'mendingan']","['kirim', 'oke', 'exp', 'produk', 'serum', 'exp', 'toner', 'mending']",kirim oke exp produk serum exp toner mending
"sangat bagus untuk cream mata, dapat mengurangi mata panda. mata terlihat segar, pokoknya mantap deh",sangat bagus untuk cream mata dapat mengurangi mata panda mata terlihat segar pokoknya mantap deh,sangat bagus untuk cream mata dapat mengurangi mata panda mata terlihat segar pokoknya mantap deh,"['sangat', 'bagus', 'untuk', 'cream', 'mata', 'dapat', 'mengurangi', 'mata', 'panda', 'mata', 'terlihat', 'segar', 'pokoknya', 'mantap', 'deh']","['bagus', 'cream', 'mengurangi', 'panda', 'segar', 'pokoknya', 'mantap']","['bagus', 'cream', 'kurang', 'panda', 'segar', 'pokok', 'mantap']",bagus cream kurang panda segar pokok mantap
toner keren dari avoskin,toner keren dari avoskin,toner keren dari avoskin,"['toner', 'keren', 'dari', 'avoskin']","['toner', 'keren', 'avoskin']","['toner', 'keren', 'avoskin']",toner keren avoskin
sunscreen terbaik untuk saat ini,sunscreen terbaik untuk saat ini,sunscreen terbaik untuk saat ini,"['sunscreen', 'terbaik', 'untuk', 'saat', 'ini']","['sunscreen', 'terbaik']","['sunscreen', 'baik']",sunscreen baik
produk avoskin memang tidak pernah mengecewakan,produk avoskin memang tidak pernah mengecewakan,produk avoskin memang tidak pernah mengecewakan,"['produk', 'avoskin', 'memang', 'tidak', 'pernah', 'mengecewakan']","['produk', 'avoskin', 'mengecewakan']","['produk', 'avoskin', 'kecewa']",produk avoskin kecewa
"packagingnya oke. lagi dicoba produknya, so far yg toner oke. mudah2an cocok sih sama toner & serum yang ini",packagingnya oke lagi dicoba produknya so far yg toner oke mudahan cocok sih sama toner serum yang ini,packagingnya oke lagi dicoba produknya so far yang toner oke mudahan cocok sih sama toner serum yang ini,"['packagingnya', 'oke', 'lagi', 'dicoba', 'produknya', 'so', 'far', 'yang', 'toner', 'oke', 'mudahan', 'cocok', 'sih', 'sama', 'toner', 'serum', 'yang', 'ini']","['packagingnya', 'oke', 'dicoba', 'produknya', 'far', 'toner', 'oke', 'mudahan', 'cocok', 'toner', 'serum']","['packagingnya', 'oke', 'coba', 'produk', 'far', 'toner', 'oke', 'mudah', 'cocok', 'toner', 'serum']",packagingnya oke coba produk far toner oke mudah cocok toner serum
bahannya ringan baru dicoba semoga cocok,bahannya ringan baru dicoba semoga cocok,bahannya ringan baru dicoba semoga cocok,"['bahannya', 'ringan', 'baru', 'dicoba', 'semoga', 'cocok']","['bahannya', 'ringan', 'dicoba', 'semoga', 'cocok']","['bahan', 'ringan', 'coba', 'moga', 'cocok']",bahan ringan coba moga cocok
"tipe kulitku berminyak & berjerawat. semoga cocok pakai rangkain avoskin ini. moisturizer udah pakai, hasilnya oke. tinggal serumnya yg belum. thank you seller & tokped",tipe kulitku berminyak berjerawat semoga cocok pakai rangkain avoskin ini moisturizer udah pakai hasilnya oke tinggal serumnya yg belum thank you seller tokped,tipe kulitku berminyak berjerawat semoga cocok pakai rangkain avoskin ini moisturizer sudah pakai hasilnya oke tinggal serumnya yang belum thank you seller tokped,"['tipe', 'kulitku', 'berminyak', 'berjerawat', 'semoga', 'cocok', 'pakai', 'rangkain', 'avoskin', 'ini', 'moisturizer', 'sudah', 'pakai', 'hasilnya', 'oke', 'tinggal', 'serumnya', 'yang', 'belum', 'thank', 'you', 'seller', 'tokped']","['tipe', 'kulitku', 'berminyak', 'berjerawat', 'semoga', 'cocok', 'pakai', 'rangkain', 'avoskin', 'moisturizer', 'pakai', 'hasilnya', 'oke', 'serumnya', 'thank', 'seller', 'tokped']","['tipe', 'kulit', 'minyak', 'jerawat', 'moga', 'cocok', 'pakai', 'rangkain', 'avoskin', 'moisturizer', 'pakai', 'hasil', 'oke', 'serum', 'thank', 'seller', 'tokped']",tipe kulit minyak jerawat moga cocok pakai rangkain avoskin moisturizer pakai hasil oke serum thank seller tokped
packaging super safe dan rapi..sampai dgn selamat di tanganku..,packaging super safe dan rapi sampai dgn selamat di tanganku,packaging super safe dan rapi sampai dengan selamat di tanganku,"['packaging', 'super', 'safe', 'dan', 'rapi', 'sampai', 'dengan', 'selamat', 'di', 'tanganku']","['packaging', 'super', 'safe', 'rapi', 'selamat', 'tanganku']","['packaging', 'super', 'safe', 'rapi', 'selamat', 'tangan']",packaging super safe rapi selamat tangan
packaging nya rapi dan super safe..masih segel juga produknya..aman smpe ditangan saya..,packaging nya rapi dan super safe masih segel juga produknya aman smpe ditangan saya,packaging nya rapi dan super safe masih segel juga produknya aman sampai ditangan saya,"['packaging', 'nya', 'rapi', 'dan', 'super', 'safe', 'masih', 'segel', 'juga', 'produknya', 'aman', 'sampai', 'ditangan', 'saya']","['packaging', 'rapi', 'super', 'safe', 'segel', 'produknya', 'aman', 'ditangan']","['packaging', 'rapi', 'super', 'safe', 'segel', 'produk', 'aman', 'tang']",packaging rapi super safe segel produk aman tang
"pengiriman cepat, pengemasan aman, barang sesuai, expired aman",pengiriman cepat pengemasan aman barang sesuai expired aman,pengiriman cepat pengemasan aman barang sesuai expired aman,"['pengiriman', 'cepat', 'pengemasan', 'aman', 'barang', 'sesuai', 'expired', 'aman']","['pengiriman', 'cepat', 'pengemasan', 'aman', 'expired', 'aman']","['kirim', 'cepat', 'emas', 'aman', 'expired', 'aman']",kirim cepat emas aman expired aman
tipe kulitku berminyak masalah kulitku pori besar masalah kulitku kerutan tipe kulitku sensitif,tipe kulitku berminyak masalah kulitku pori besar masalah kulitku kerutan tipe kulitku sensitif,tipe kulitku berminyak masalah kulitku pori besar masalah kulitku kerutan tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'pori', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'kulit', 'pori', 'kulit', 'kerut', 'tipe', 'kulit', 'sensitif']",tipe kulit minyak kulit pori kulit kerut tipe kulit sensitif
"gel, mudah menyerap. travel size pas, tapi katup plastiknya kadang suka ga rapat jadi mudah tumpah.",gel mudah menyerap travel size pas tapi katup plastiknya kadang suka ga rapat jadi mudah tumpah,gel mudah menyerap travel size pas tapi katup plastiknya kadang suka enggak rapat jadi mudah tumpah,"['gel', 'mudah', 'menyerap', 'travel', 'size', 'pas', 'tapi', 'katup', 'plastiknya', 'kadang', 'suka', 'enggak', 'rapat', 'jadi', 'mudah', 'tumpah']","['gel', 'mudah', 'menyerap', 'travel', 'size', 'katup', 'plastiknya', 'kadang', 'suka', 'rapat', 'mudah', 'tumpah']","['gel', 'mudah', 'serap', 'travel', 'size', 'katup', 'plastik', 'kadang', 'suka', 'rapat', 'mudah', 'tumpah']",gel mudah serap travel size katup plastik kadang suka rapat mudah tumpah
