case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
"sip, coba warna hayg, savage cocok buat kulit medium buat sehari2, makasih ya 👍🏽",sip coba warna hayg savage cocok buat kulit medium buat sehari makasih ya,sip coba warna hayg savage cocok buat kulit medium buat sehari terima kasih ya,"['sip', 'coba', 'warna', 'hayg', 'savage', 'cocok', 'buat', 'kulit', 'medium', 'buat', 'sehari', 'terima', 'kasih', 'ya']","['sip', 'coba', 'warna', 'hayg', 'savage', 'cocok', 'kulit', 'medium', 'sehari', 'terima', 'kasih']","['sip', 'coba', 'warna', 'hayg', 'savage', 'cocok', 'kulit', 'medium', 'hari', 'terima', 'kasih']",sip coba warna hayg savage cocok kulit medium hari terima kasih
"tipe kulitku sensitif,kalau pake ini gak bikin iritasi. aman banget",tipe kulitku sensitif kalau pake ini gak bikin iritasi aman banget,tipe kulitku sensitif kalau pakai ini enggak bikin iritasi aman banget,"['tipe', 'kulitku', 'sensitif', 'kalau', 'pakai', 'ini', 'enggak', 'bikin', 'iritasi', 'aman', 'banget']","['tipe', 'kulitku', 'sensitif', 'pakai', 'iritasi', 'aman', 'banget']","['tipe', 'kulit', 'sensitif', 'pakai', 'iritasi', 'aman', 'banget']",tipe kulit sensitif pakai iritasi aman banget
isi serum nya gak fulll sedikit banget.. 🙄,isi serum nya gak fulll sedikit banget,isi serum nya enggak fulll sedikit banget,"['isi', 'serum', 'nya', 'enggak', 'fulll', 'sedikit', 'banget']","['isi', 'serum', 'fulll', 'banget']","['isi', 'serum', 'fulll', 'banget']",isi serum fulll banget
pengiriman lumayan. packing rapih dan aman. produk mantap . jerawat punggung langsung kering.,pengiriman lumayan packing rapih dan aman produk mantap jerawat punggung langsung kering,pengiriman lumayan packing rapi dan aman produk mantap jerawat punggung langsung kering,"['pengiriman', 'lumayan', 'packing', 'rapi', 'dan', 'aman', 'produk', 'mantap', 'jerawat', 'punggung', 'langsung', 'kering']","['pengiriman', 'lumayan', 'packing', 'rapi', 'aman', 'produk', 'mantap', 'jerawat', 'punggung', 'kering']","['kirim', 'lumayan', 'packing', 'rapi', 'aman', 'produk', 'mantap', 'jerawat', 'punggung', 'kering']",kirim lumayan packing rapi aman produk mantap jerawat punggung kering
bagus banget warnanya keluar pas dipake cocok bgt buat kulit kyk aku,bagus banget warnanya keluar pas dipake cocok bgt buat kulit kyk aku,bagus banget warnanya keluar pas dipakai cocok banget buat kulit kayak aku,"['bagus', 'banget', 'warnanya', 'keluar', 'pas', 'dipakai', 'cocok', 'banget', 'buat', 'kulit', 'kayak', 'aku']","['bagus', 'banget', 'warnanya', 'dipakai', 'cocok', 'banget', 'kulit']","['bagus', 'banget', 'warna', 'pakai', 'cocok', 'banget', 'kulit']",bagus banget warna pakai cocok banget kulit
packing aman. barang ok. jerawat di punggung hilang. sensasi dingin nya juga enak bgt.,packing aman barang ok jerawat di punggung hilang sensasi dingin nya juga enak bgt,packing aman barang ok jerawat di punggung hilang sensasi dingin nya juga enak banget,"['packing', 'aman', 'barang', 'ok', 'jerawat', 'di', 'punggung', 'hilang', 'sensasi', 'dingin', 'nya', 'juga', 'enak', 'banget']","['packing', 'aman', 'jerawat', 'punggung', 'hilang', 'sensasi', 'dingin', 'banget']","['packing', 'aman', 'jerawat', 'punggung', 'hilang', 'sensasi', 'dingin', 'banget']",packing aman jerawat punggung hilang sensasi dingin banget
"agak kecewa kenapa exp di produk terhapus, dimana brand ini termasuk besar gk mungkin ada kesalah seperti ini. gak suudzon sih exp di produk dengan di kemasan berbeda🙂
untuk keaslian produk saya percaya, namun dapat dipastikan apakah produk expired atau belum apakah dapat dipastikan? 
mohon untuk lebih diperhatikan dan teliti kedepannya",agak kecewa kenapa exp di produk terhapus dimana brand ini termasuk besar gk mungkin ada kesalah seperti ini gak suudzon sih exp di produk dengan di kemasan berbeda untuk keaslian produk saya percaya namun dapat dipastikan apakah produk expired atau belum apakah dapat dipastikan mohon untuk lebih diperhatikan dan teliti kedepannya,agak kecewa kenapa exp di produk terhapus dimana brand ini termasuk besar enggak mungkin ada kesalah seperti ini enggak suudzon sih exp di produk dengan di kemasan berbeda untuk keaslian produk saya percaya namun dapat dipastikan apakah produk expired atau belum apakah dapat dipastikan mohon untuk lebih diperhatikan dan teliti kedepannya,"['agak', 'kecewa', 'kenapa', 'exp', 'di', 'produk', 'terhapus', 'dimana', 'brand', 'ini', 'termasuk', 'besar', 'enggak', 'mungkin', 'ada', 'kesalah', 'seperti', 'ini', 'enggak', 'suudzon', 'sih', 'exp', 'di', 'produk', 'dengan', 'di', 'kemasan', 'berbeda', 'untuk', 'keaslian', 'produk', 'saya', 'percaya', 'namun', 'dapat', 'dipastikan', 'apakah', 'produk', 'expired', 'atau', 'belum', 'apakah', 'dapat', 'dipastikan', 'mohon', 'untuk', 'lebih', 'diperhatikan', 'dan', 'teliti', 'kedepannya']","['kecewa', 'exp', 'produk', 'terhapus', 'dimana', 'brand', 'kesalah', 'suudzon', 'exp', 'produk', 'kemasan', 'berbeda', 'keaslian', 'produk', 'percaya', 'produk', 'expired', 'diperhatikan', 'teliti', 'kedepannya']","['kecewa', 'exp', 'produk', 'hapus', 'mana', 'brand', 'salah', 'suudzon', 'exp', 'produk', 'kemas', 'beda', 'asli', 'produk', 'percaya', 'produk', 'expired', 'perhati', 'teliti', 'depan']",kecewa exp produk hapus mana brand salah suudzon exp produk kemas beda asli produk percaya produk expired perhati teliti depan
bagus toner nya..,bagus toner nya,bagus toner nya,"['bagus', 'toner', 'nya']","['bagus', 'toner']","['bagus', 'toner']",bagus toner
"pengemasan oke, pengiriman cepat, belum dicoba tp semoga cocok",pengemasan oke pengiriman cepat belum dicoba tp semoga cocok,pengemasan oke pengiriman cepat belum dicoba tapi semoga cocok,"['pengemasan', 'oke', 'pengiriman', 'cepat', 'belum', 'dicoba', 'tapi', 'semoga', 'cocok']","['pengemasan', 'oke', 'pengiriman', 'cepat', 'dicoba', 'semoga', 'cocok']","['emas', 'oke', 'kirim', 'cepat', 'coba', 'moga', 'cocok']",emas oke kirim cepat coba moga cocok
masalah kulitku jerawat tipe kulitku sensitif masalah kulitku pori besar,masalah kulitku jerawat tipe kulitku sensitif masalah kulitku pori besar,masalah kulitku jerawat tipe kulitku sensitif masalah kulitku pori besar,"['masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'pori', 'besar']","['kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'pori']","['kulit', 'jerawat', 'tipe', 'kulit', 'sensitif', 'kulit', 'pori']",kulit jerawat tipe kulit sensitif kulit pori
akhirnya nyobain juga yg lagi viral. fiks emang sebagus itu sih.. shade nina cocok di kulit ku yang light medium. checkmatte joker juga bagus banget asli ringan tahan lama juga 😘,akhirnya nyobain juga yg lagi viral fiks emang sebagus itu sih shade nina cocok di kulit ku yang light medium checkmatte joker juga bagus banget asli ringan tahan lama juga,akhirnya mencoba juga yang lagi viral fiks memang sebagus itu sih shade nina cocok di kulit ku yang light medium checkmatte joker juga bagus banget asli ringan tahan lama juga,"['akhirnya', 'mencoba', 'juga', 'yang', 'lagi', 'viral', 'fiks', 'memang', 'sebagus', 'itu', 'sih', 'shade', 'nina', 'cocok', 'di', 'kulit', 'ku', 'yang', 'light', 'medium', 'checkmatte', 'joker', 'juga', 'bagus', 'banget', 'asli', 'ringan', 'tahan', 'lama', 'juga']","['mencoba', 'viral', 'fiks', 'sebagus', 'shade', 'nina', 'cocok', 'kulit', 'ku', 'light', 'medium', 'checkmatte', 'joker', 'bagus', 'banget', 'asli', 'ringan', 'tahan']","['coba', 'viral', 'fiks', 'bagus', 'shade', 'nina', 'cocok', 'kulit', 'ku', 'light', 'medium', 'checkmatte', 'joker', 'bagus', 'banget', 'asli', 'ringan', 'tahan']",coba viral fiks bagus shade nina cocok kulit ku light medium checkmatte joker bagus banget asli ringan tahan
"waah dapat potongan harga, bonus penjepit mata juga alhamdulillah
terimakasih....",waah dapat potongan harga bonus penjepit mata juga alhamdulillah terimakasih,wah dapat potongan harga bonus penjepit mata juga alhamdulillah terima kasih,"['wah', 'dapat', 'potongan', 'harga', 'bonus', 'penjepit', 'mata', 'juga', 'alhamdulillah', 'terima', 'kasih']","['potongan', 'harga', 'bonus', 'penjepit', 'terima', 'kasih']","['potong', 'harga', 'bonus', 'jepit', 'terima', 'kasih']",potong harga bonus jepit terima kasih
cocok untuk kulit saya.,cocok untuk kulit saya,cocok untuk kulit saya,"['cocok', 'untuk', 'kulit', 'saya']","['cocok', 'kulit']","['cocok', 'kulit']",cocok kulit
sesuai pesanan. cocok di kulit saya.,sesuai pesanan cocok di kulit saya,sesuai pesanan cocok di kulit saya,"['sesuai', 'pesanan', 'cocok', 'di', 'kulit', 'saya']","['pesanan', 'cocok', 'kulit']","['pesan', 'cocok', 'kulit']",pesan cocok kulit
sesuai pesanan. jerawat di punggung sudah berkurang.,sesuai pesanan jerawat di punggung sudah berkurang,sesuai pesanan jerawat di punggung sudah berkurang,"['sesuai', 'pesanan', 'jerawat', 'di', 'punggung', 'sudah', 'berkurang']","['pesanan', 'jerawat', 'punggung', 'berkurang']","['pesan', 'jerawat', 'punggung', 'kurang']",pesan jerawat punggung kurang
andalan kalau keluar siang-siang.,andalan kalau keluar siang siang,andalan kalau keluar siang siang,"['andalan', 'kalau', 'keluar', 'siang', 'siang']","['andalan', 'siang', 'siang']","['andal', 'siang', 'siang']",andal siang siang
"produk sesuai deskripsi, teksturnya haluus, efektif menahan minyak di muka, menutup pori2. awal dipakai memang kelihatan kurang blend/agak dempul tp bbrp saat kemudian bisa ngeblend dengan baik sekali sampai sore. pengiriman diproses cepat. menurut sy sedikit kekurangan di packaging, lubang bedaknya terlalu besar dibanding sponsnya sehingga kl ambil bedaknya dgn cara dibalik agak berceceran di sekelilingnya. overall bagus dan akan repurchase.",produk sesuai deskripsi teksturnya haluus efektif menahan minyak di muka menutup pori awal dipakai memang kelihatan kurang blend agak dempul tp bbrp saat kemudian bisa ngeblend dengan baik sekali sampai sore pengiriman diproses cepat menurut sy sedikit kekurangan di packaging lubang bedaknya terlalu besar dibanding sponsnya sehingga kl ambil bedaknya dgn cara dibalik agak berceceran di sekelilingnya overall bagus dan akan repurchase,produk sesuai deskripsi teksturnya haluus efektif menahan minyak di muka menutup pori awal dipakai memang kelihatan kurang blend agak dempul tapi beberapa saat kemudian bisa ngeblend dengan baik sekali sampai sore pengiriman diproses cepat menurut saya sedikit kekurangan di packaging lubang bedaknya terlalu besar dibanding sponsnya sehingga kalo ambil bedaknya dengan cara dibalik agak berceceran di sekelilingnya overall bagus dan akan repurchase,"['produk', 'sesuai', 'deskripsi', 'teksturnya', 'haluus', 'efektif', 'menahan', 'minyak', 'di', 'muka', 'menutup', 'pori', 'awal', 'dipakai', 'memang', 'kelihatan', 'kurang', 'blend', 'agak', 'dempul', 'tapi', 'beberapa', 'saat', 'kemudian', 'bisa', 'ngeblend', 'dengan', 'baik', 'sekali', 'sampai', 'sore', 'pengiriman', 'diproses', 'cepat', 'menurut', 'saya', 'sedikit', 'kekurangan', 'di', 'packaging', 'lubang', 'bedaknya', 'terlalu', 'besar', 'dibanding', 'sponsnya', 'sehingga', 'kalo', 'ambil', 'bedaknya', 'dengan', 'cara', 'dibalik', 'agak', 'berceceran', 'di', 'sekelilingnya', 'overall', 'bagus', 'dan', 'akan', 'repurchase']","['produk', 'deskripsi', 'teksturnya', 'haluus', 'efektif', 'menahan', 'minyak', 'muka', 'menutup', 'pori', 'dipakai', 'blend', 'dempul', 'ngeblend', 'sore', 'pengiriman', 'diproses', 'cepat', 'kekurangan', 'packaging', 'lubang', 'bedaknya', 'dibanding', 'sponsnya', 'ambil', 'bedaknya', 'dibalik', 'berceceran', 'sekelilingnya', 'overall', 'bagus', 'repurchase']","['produk', 'deskripsi', 'tekstur', 'haluus', 'efektif', 'tahan', 'minyak', 'muka', 'tutup', 'pori', 'pakai', 'blend', 'dempul', 'ngeblend', 'sore', 'kirim', 'proses', 'cepat', 'kurang', 'packaging', 'lubang', 'bedak', 'banding', 'spons', 'ambil', 'bedak', 'balik', 'cecer', 'keliling', 'overall', 'bagus', 'repurchase']",produk deskripsi tekstur haluus efektif tahan minyak muka tutup pori pakai blend dempul ngeblend sore kirim proses cepat kurang packaging lubang bedak banding spons ambil bedak balik cecer keliling overall bagus repurchase
blm.coba.semoga cocok,blm coba semoga cocok,belum coba semoga cocok,"['belum', 'coba', 'semoga', 'cocok']","['coba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']",coba moga cocok
semoga cocok n makasih bonusnya,semoga cocok makasih bonusnya,semoga cocok terima kasih bonusnya,"['semoga', 'cocok', 'terima', 'kasih', 'bonusnya']","['semoga', 'cocok', 'terima', 'kasih', 'bonusnya']","['moga', 'cocok', 'terima', 'kasih', 'bonus']",moga cocok terima kasih bonus
keren bangett.. warna liptintnya kurang cocok di aku ehehe,keren bangett warna liptintnya kurang cocok di aku,keren banget warna liptintnya kurang cocok di aku,"['keren', 'banget', 'warna', 'liptintnya', 'kurang', 'cocok', 'di', 'aku']","['keren', 'banget', 'warna', 'liptintnya', 'cocok']","['keren', 'banget', 'warna', 'liptintnya', 'cocok']",keren banget warna liptintnya cocok
ampuh! suka deh,ampuh suka deh,ampuh suka deh,"['ampuh', 'suka', 'deh']","['ampuh', 'suka']","['ampuh', 'suka']",ampuh suka
"emang bikij calming bangettt, apalagi kulitku super kering akhir2 iniii",emang bikij calming bangettt apalagi kulitku super kering akhir iniii,memang bikin calming banget apalagi kulitku super kering akhir ini,"['memang', 'bikin', 'calming', 'banget', 'apalagi', 'kulitku', 'super', 'kering', 'akhir', 'ini']","['calming', 'banget', 'kulitku', 'super', 'kering']","['calming', 'banget', 'kulit', 'super', 'kering']",calming banget kulit super kering
"tiba dgn aman dan cpt.
serum thick terasa padat tapi cepat menyerap tidak berminysk ada sedikit wangi tipis fruity.
pelembab ringan cpt menyerap fragrance free.
sepertinya ok untuk oily skin,",tiba dgn aman dan cpt serum thick terasa padat tapi cepat menyerap tidak berminysk ada sedikit wangi tipis fruity pelembab ringan cpt menyerap fragrance free sepertinya ok untuk oily skin,tiba dengan aman dan cepat serum thick terasa padat tapi cepat menyerap tidak berminysk ada sedikit wangi tipis fruity pelembab ringan cepat menyerap fragrance free sepertinya ok untuk oily skin,"['tiba', 'dengan', 'aman', 'dan', 'cepat', 'serum', 'thick', 'terasa', 'padat', 'tapi', 'cepat', 'menyerap', 'tidak', 'berminysk', 'ada', 'sedikit', 'wangi', 'tipis', 'fruity', 'pelembab', 'ringan', 'cepat', 'menyerap', 'fragrance', 'free', 'sepertinya', 'ok', 'untuk', 'oily', 'skin']","['aman', 'cepat', 'serum', 'thick', 'padat', 'cepat', 'menyerap', 'berminysk', 'wangi', 'tipis', 'fruity', 'pelembab', 'ringan', 'cepat', 'menyerap', 'fragrance', 'oily', 'skin']","['aman', 'cepat', 'serum', 'thick', 'padat', 'cepat', 'serap', 'berminysk', 'wangi', 'tipis', 'fruity', 'pelembab', 'ringan', 'cepat', 'serap', 'fragrance', 'oily', 'skin']",aman cepat serum thick padat cepat serap berminysk wangi tipis fruity pelembab ringan cepat serap fragrance oily skin
tipe kulitku berminyak tipe kulitku kering,tipe kulitku berminyak tipe kulitku kering,tipe kulitku berminyak tipe kulitku kering,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering']",tipe kulit minyak tipe kulit kering
bener gak perih dimata,bener gak perih dimata,benar enggak perih dimata,"['benar', 'enggak', 'perih', 'dimata']","['perih', 'dimata']","['perih', 'mata']",perih mata
bagus. makasih ya😍,bagus makasih ya,bagus terima kasih ya,"['bagus', 'terima', 'kasih', 'ya']","['bagus', 'terima', 'kasih']","['bagus', 'terima', 'kasih']",bagus terima kasih
tipe kulitku berminyak tipe kulitku kering tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku kering tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku kering tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'sensitif']",tipe kulit minyak tipe kulit kering tipe kulit sensitif
"baru mau coba, semoga cocok tipe kulitku kombinasi masalah kulitku jerawat",baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat,baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat,"['baru', 'mau', 'coba', 'semoga', 'cocok', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['coba', 'semoga', 'cocok', 'tipe', 'kulitku', 'kombinasi', 'kulitku', 'jerawat']","['coba', 'moga', 'cocok', 'tipe', 'kulit', 'kombinasi', 'kulit', 'jerawat']",coba moga cocok tipe kulit kombinasi kulit jerawat
"packaging super aman tapi sayang ga dapat bonusnya, mungkin lupa sellernya",packaging super aman tapi sayang ga dapat bonusnya mungkin lupa sellernya,packaging super aman tapi sayang enggak dapat bonusnya mungkin lupa sellernya,"['packaging', 'super', 'aman', 'tapi', 'sayang', 'enggak', 'dapat', 'bonusnya', 'mungkin', 'lupa', 'sellernya']","['packaging', 'super', 'aman', 'sayang', 'bonusnya', 'lupa', 'sellernya']","['packaging', 'super', 'aman', 'sayang', 'bonus', 'lupa', 'sellernya']",packaging super aman sayang bonus lupa sellernya
"barang sudah sampai,cocok untuk kulitku yg berminyak",barang sudah sampai cocok untuk kulitku yg berminyak,barang sudah sampai cocok untuk kulitku yang berminyak,"['barang', 'sudah', 'sampai', 'cocok', 'untuk', 'kulitku', 'yang', 'berminyak']","['cocok', 'kulitku', 'berminyak']","['cocok', 'kulit', 'minyak']",cocok kulit minyak
"barusan coba swatch untuk lihat shades-nya dan warna coklatnya bagus deh. cukup terang dan pigmented, walaupun sepertinya kurang waterproof krn td cukup mudah dihapus. thank you, somethinc, tokopedia dan babang gtl 😇🙏🏻💕",barusan coba swatch untuk lihat shades nya dan warna coklatnya bagus deh cukup terang dan pigmented walaupun sepertinya kurang waterproof krn td cukup mudah dihapus thank you somethinc tokopedia dan babang gtl,barusan coba swatch untuk lihat shades nya dan warna coklatnya bagus deh cukup terang dan pigmented walaupun sepertinya kurang waterproof karena tadi cukup mudah dihapus thank you somethinc tokopedia dan babang gtl,"['barusan', 'coba', 'swatch', 'untuk', 'lihat', 'shades', 'nya', 'dan', 'warna', 'coklatnya', 'bagus', 'deh', 'cukup', 'terang', 'dan', 'pigmented', 'walaupun', 'sepertinya', 'kurang', 'waterproof', 'karena', 'tadi', 'cukup', 'mudah', 'dihapus', 'thank', 'you', 'somethinc', 'tokopedia', 'dan', 'babang', 'gtl']","['barusan', 'coba', 'swatch', 'shades', 'warna', 'coklatnya', 'bagus', 'terang', 'pigmented', 'waterproof', 'mudah', 'dihapus', 'thank', 'somethinc', 'tokopedia', 'babang', 'gtl']","['barusan', 'coba', 'swatch', 'shades', 'warna', 'coklat', 'bagus', 'terang', 'pigmented', 'waterproof', 'mudah', 'hapus', 'thank', 'somethinc', 'tokopedia', 'babang', 'gtl']",barusan coba swatch shades warna coklat bagus terang pigmented waterproof mudah hapus thank somethinc tokopedia babang gtl
